Date,Close_spx,daily_return_spx,Close_vix,daily_return_vix,cum_return
2020-06-08 00:00:00-04:00,3232.389892578125,0.012041579421169235,25.809999465942383,0.0526100727608374,0.012041579421169235
2020-06-09 00:00:00-04:00,3207.179931640625,-0.007799170822611612,27.56999969482422,0.06819063406817372,0.004148494263677804
2020-06-10 00:00:00-04:00,3190.139892578125,-0.0053130910724373814,27.56999969482422,0.0,-0.00118663813659603
2020-06-11 00:00:00-04:00,3002.10009765625,-0.05894405927443824,40.790000915527344,0.47950675977645907,-0.0600607521423735
2020-06-12 00:00:00-04:00,3041.31005859375,0.013060843963234703,36.09000015258789,-0.11522433580407998,-0.04778435229118483
2020-06-15 00:00:00-04:00,3066.590087890625,0.008312217041285264,34.400001525878906,-0.046827337754605125,-0.03986932915732111
2020-06-16 00:00:00-04:00,3124.739990234375,0.01896239819380252,33.66999816894531,-0.021221026876537152,-0.02166294905871946
2020-06-17 00:00:00-04:00,3113.489990234375,-0.0036002995561740248,33.470001220703125,-0.005939915625735037,-0.02518525550901196
2020-06-18 00:00:00-04:00,3115.340087890625,0.0005942198825281686,32.939998626708984,-0.01583515311216377,-0.02460600120605383
2020-06-19 00:00:00-04:00,3097.739990234375,-0.005649494809462974,35.119998931884766,0.06618094705711841,-0.030116484539421617
2020-06-22 00:00:00-04:00,3117.860107421875,0.006495095537691675,31.770000457763672,-0.095387203189226,-0.02381699844607288
2020-08-26 00:00:00-04:00,3478.72998046875,0.010195626139483993,23.270000457763672,0.0562868693812546,0.010195626139483993
2020-08-27 00:00:00-04:00,3484.550048828125,0.0016730440109038458,24.469999313354492,0.05156849299461275,0.011885727881637997
2020-08-28 00:00:00-04:00,3508.010009765625,0.00673256535528588,22.959999084472656,-0.061708225224908486,0.01869831467668215
2020-08-31 00:00:00-04:00,3500.31005859375,-0.0021949627140287475,26.40999984741211,0.15026136326253647,0.016462309859123003
2020-09-01 00:00:00-04:00,3526.64990234375,0.007525003016613407,26.1200008392334,-0.010980651641583683,0.02411119180708665
2020-09-02 00:00:00-04:00,3580.840087890625,0.015365910154807594,26.56999969482422,0.01722813327459405,0.03984759236892721
2020-09-03 00:00:00-04:00,3455.06005859375,-0.03512584371534122,33.599998474121094,0.2645840745216983,0.003322068351602425
2020-09-04 00:00:00-04:00,3426.9599609375,-0.008133027264274895,30.75,-0.0848213870103649,-0.004837977385149794
2020-09-08 00:00:00-04:00,3331.840087890625,-0.027756342102360998,31.459999084472656,0.02308940112106206,-0.032460034932125126
2020-09-09 00:00:00-04:00,3398.9599609375,0.02014498633677464,28.809999465942383,-0.08423393819608227,-0.012968955555549333
2020-09-10 00:00:00-04:00,3339.18994140625,-0.01758479659017942,29.709999084472656,0.03123914041005804,-0.030325695700297306
2022-12-12 00:00:00-05:00,3990.56005859375,0.014279296218109305,25.0,0.09505037597659727,0.014279296218109305
